"reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","title","location/lat","location/lng","categoryName","price","postalCode","address","reviewsCount","street","totalScore"
"2","0","0","0","0","Pizza Place","31.4398339","74.2733818","Fast food restaurant",,"54600","C7QF+W9J, Wapda Avenue, Block D3 Block D 3 Wapda Town Phase 1 Lahore, Punjab 54600, Pakistan","2","C7QF+W9J, Wapda Avenue","5"
"32","6","3","1","3","Pizza Palace","31.3966513","74.3049266","Pizza restaurant",,"50000","Fahad Center, Street 1, Defence Rd, near Kahna Kacha Flyover, Lahore, 50000, Pakistan","45","Fahad Center, Street 1, Defence Rd, near Kahna Kacha Flyover","4.4"
,,,,,"Shawarma Night Pizza & Fast Food","31.3952933","74.25582","Fast food restaurant",,"54000","SHOP # 9/10 VELANCIA MALL PLAZA, Lahore, 54000, Pakistan","0","SHOP # 9/10 VELANCIA MALL PLAZA",
,,,,,"PIZZA CASTLE branch 2","31.4252202","74.298972","Pizza restaurant",,,"C7GX+3HQ, Bagrian Lahore, Punjab, Pakistan","0","C7GX+3HQ",
,,,,,"Domino Pizza","31.3761875","74.3654375","Pizza restaurant",,,"99G8+F5R, Kahna Nau, Lahore, Punjab, Pakistan","85","99G8+F5R","3.7"
"0","3","0","0","0","Ideal Pizza Place & Fast Food","31.4410631","74.2261202","Fast food restaurant",,,"C6RG+CCH, Agrics Town Lahore, Punjab, Pakistan","3","C6RG+CCH","4"
"5","1","0","0","0","V3 PIZZA","31.424843","74.2494419","Pizza delivery",,"54770","Gulshan e Lahore E, Lahore, 54770, Pakistan","6","Gulshan e Lahore E","4.8"
,,,,,"RED FLAME PIZZA FAST FOOD & BBQ","31.3744771","74.3545342","Pizza restaurant",,,"1 Kahna Kacha Rd, Kahna Nau, Kahna, Lahore, Punjab, Pakistan","8","1 Kahna Kacha Rd","4.8"
,,,,,"Deli Bites","31.3282158","74.3847129","Pizza restaurant",,,"89HM+6VX, Central Park Housing Scheme, Lahore, Punjab, Pakistan","4","89HM+6VX","5"
"6","0","1","0","0","Pizza Channel","31.3987499","74.2911296","Pizza Takeout",,,"shop no 4, 34a1, Engineers Town Main Rd, Block A1 Block A 1 Engineers Town Sector B, Lahore, Punjab, Pakistan","7","shop no 4, 34a1, Engineers Town Main Rd","4.4"
,,,,,"Pizza Hut","31.39734","74.3622219","Pizza restaurant","$$","54600","Lahore – Kasur Rd, next to metro Bus Station Gajjumata, Gajju Matah, Lahore, Punjab 54600, Pakistan","788","Lahore – Kasur Rd, next to metro Bus Station Gajjumata","4"
,,,,,"OSARI FOOD","31.3806064","74.3653015","Pizza restaurant",,,"Rahmat park wali gali, Kahna Nau, Kahna, Lahore, Punjab, Pakistan","2","Rahmat park wali gali","3"
"3","0","1","0","0","Harmain Pizza Bite","31.4111966","74.2225095","Fast food restaurant",,,"Plot 45, Block A Block B Sher Shah Colony, Lahore, Punjab, Pakistan","4","Plot 45","4"
,,,,,"Mooji's Pizza","31.4423829","74.3996571","Pizza restaurant","$",,"F Block Main Blvd, near jalal Sons, Block F State Life Phase 1 State Life, Lahore, Punjab, Pakistan","299","F Block Main Blvd, near jalal Sons","4.8"
,,,,,"Loco Artisan pizza","31.4424651","74.3991717","Pizza restaurant",,,"C9RX+XPW, Housing Society Block F Phase 1 State Life, Lahore, Punjab, Pakistan","0","C9RX+XPW",
,,,,,"Zee Pizza & Fast Food","31.4024715","74.2582221","Fast food restaurant",,,"C725+X7Q, Block H Valencia, Lahore, Punjab, Pakistan","0","C725+X7Q",
,,,,,"RFC Pizza Burger wrapes Nishter Colony","31.4206711","74.3613897","Pizza restaurant",,"05441","Bilal, block, near big masjid, Bilal Block Nishter Colony, Lahore, Punjab 05441, Pakistan","99","Bilal, block, near big masjid","4.9"
"4","2","1","0","0","IDEAL PIZZA PLACE & FAST FOOD","31.4139101","74.2244159","Restaurant",,,"Plot 16, Block A, Block B Lda Avenue Phase 1 Lda Avenue, Lahore, Punjab, Pakistan","7","Plot 16, Block A","4.1"
"16","0","3","0","0","Chase Eat & Chill | Pizza | Burger | Fast Food | Tandoori Chai | UOL | University of Lahore","31.3935215","74.2468606","Restaurant",,"54700","Main Shanu Baba Roundabout, near University, of, Lahore, Punjab 54700, Pakistan","19","Main Shanu Baba Roundabout, near University","4.4"
"6","0","1","0","0","Pizza Cottage","31.4047506","74.2764856","Pizza restaurant",,"54620","Shop 11 B, PHASE 2, Commercial Block B Nasheman-e-Iqbal Phase 2, Lahore, Punjab 54620, Pakistan","7","Shop 11 B, PHASE 2","4.4"
,,,,,"Broadway Pizza Pak-Arab Housing Scheme","31.4327355","74.3541038","Pizza restaurant","$$",,"No.32 at, Commercial Building, Lahore – Kasur Rd, Block A Pak-Arab Housing Scheme, Lahore, Punjab, Pakistan","2936","No.32 at, Commercial Building, Lahore – Kasur Rd","4.7"
"2","0","2","0","0","Mystic Pizza","31.4281201","74.2865634","Fast food restaurant",,"54770","College Rd, Block B PCSIR Staff Colony, Lahore, Punjab 54770, Pakistan","4","College Rd","3"
,,,,,"Pizza da Napoli","31.4514713","74.2896418","Pizza restaurant",,,"F72Q+HVJ UMT Cafe, Road, Block C2 Block C 2 Phase 1 Johar Town, Lahore, Punjab, Pakistan","43","F72Q+HVJ UMT Cafe, Road","5"
"1","0","0","0","0","Mashallah burger point","31.3956877","74.3074747","Pizza restaurant",,,"98W4+7XH, Kana Kacha, Lahore, Punjab, Pakistan","1","98W4+7XH","5"
,,,,,"Pizza HotSpot","31.4938043","74.3735898","Pizza restaurant",,,"Near Street No.3 Super Town, Service Rd, Super Town, Lahore, Punjab, Pakistan","292","Near Street No.3 Super Town, Service Rd","4.3"
,,,,,"Mr pizza","31.3929522","74.243505","Fast food restaurant",,,"753, Block A Dha Rahbar Phase 1 Dha Rahbar, Lahore, Punjab, Pakistan","0","753",
,,,,,"Romeo's pizza","31.4517175","74.3615017","Pizza restaurant",,,"F926+MJR, Shanghai Rd, Sitara Colony, Lahore, Punjab, Pakistan","7","F926+MJR, Shanghai Rd","5"
"33","13","6","3","2","Pizza Junction & Aslam Mart Kitchen - LDA Avenue One","31.4212434","74.2291094","Fast food restaurant",,,"Aslam Mart LDA AVENUE ONE, Raiwind Rd, Land Breez Block B Lda Avenue Phase 1 Lda Avenue, Lahore, Punjab, Pakistan","57","Aslam Mart LDA AVENUE ONE, Raiwind Rd","4.1"
,,,,,"Pizza Online Johar Town","31.4520802","74.2872468","Pizza restaurant","$$","54770","Haakim chowk, PIA Main Boulevard, Block D Phase 1 Johar Town, Lahore, Punjab 54770, Pakistan","7320","Haakim chowk, PIA Main Boulevard","4.4"
"4","2","0","0","0","THE PIZZA BAY","31.4378496","74.2123288","Fast food restaurant",,"54500","555-E-New Commercial Market, Block E DHA EME Sector, Lahore, Punjab 54500, Pakistan","6","555-E-New Commercial Market","4.7"
,,,,,"Moonlight pizza and fries","31.4735461","74.2989833","Pizza restaurant",,,"197 c, BOR Society, Lahore, Pakistan","20","197 c","4.8"
,,,,,"Prof Pizza shief","31.4311985","74.2643582","Restaurant",,,"Wapda town pia D12, Lahore, Pakistan","0","Wapda town pia D12",
,,,,,"Knok Knok Pizza","31.4352922","74.3557412","Pizza restaurant",,"54000","Bank Stop, 17 KM Ferozpur road, opp. Awan Market, Ideal Garden Housing Society Saroba Garden Housing Scoiety, Lahore, Punjab 54000, Pakistan","19","Bank Stop, 17 KM Ferozpur road, opp. Awan Market","4.6"
,,,,,"Spicy World","30.9799571","74.3728971","Pizza restaurant",,,"X9HF+X52, Khudian Khas, Kasur, Punjab, Pakistan","0","X9HF+X52",
,,,,,"AFC FOOD'S Pizza","31.2666485","74.2323279","Pizza restaurant",,"55150","Raiwind, Lahore, Punjab 55150, Pakistan","1",,"5"
,,,,,"Pizza Portal Kasur","31.1163129","74.4443363","Fast food restaurant",,"55050","Railway Phatak, Railway Rd, near Miniso Store, Kasur, Punjab 55050, Pakistan","86","Railway Phatak, Railway Rd, near Miniso Store","4"
"3","0","0","0","0","Ravi Pizza Club and BBQ","31.4409886","74.2256266","Fast food restaurant",,,"C6RG+97R, Agrics Town Lahore, Punjab, Pakistan","3","C6RG+97R","5"
"1","0","0","0","0","Real Taste Pizza & Fast Food","31.4364318","74.3018628","Fast food restaurant",,,"C8P2+HP8 Azmat Chowk Bus Stop, Township Block 3 Twp Sector C 2 Lahore, Punjab, Pakistan","1","C8P2+HP8 Azmat Chowk Bus Stop","5"
,,,,,"BM Pizza Cheese","31.4307639","74.3084714","Restaurant",,"54700","House# 1020, 5, Sector D2 D-2 Lahore, Punjab 54700, Pakistan","0","House# 1020, 5",
"15","1","2","0","1","D Chaska pizza","31.3557625","74.3717344","Fast food restaurant",,,"994C+8M5, Old Kahna, Lahore, Punjab, Pakistan","19","994C+8M5","4.4"
"4","0","1","0","0","Smoky shawarma Burger and Pizza","31.4142914","74.2548311","Fast food restaurant",,,"Plot C 24, C773+QQR, 1 Valencia Main Blvd, Block A Valencia, Lahore, Punjab, Pakistan","5","Plot C 24, C773+QQR, 1 Valencia Main Blvd","4.2"
"15","0","1","1","0","Pizza & Burger Studio","31.364202","74.3675306","Restaurant",,,"near Imam bargh, Kahna Nau, Lahore, Punjab, Pakistan","17","near Imam bargh","4.6"
"46","17","10","13","7","Italian Pizza","31.3739237","74.3655697","Restaurant","$$",,"99F8+H68, Kahna Nau, Kahna, Lahore, Punjab, Pakistan","93","99F8+H68","3.9"
,,,,,"M&M Pizza","31.4316544","74.2896829","Fast food restaurant",,"53480","Ameer Chowk, College Road, Block B PCSIR Staff Colony, Lahore, Punjab 53480, Pakistan","0","Ameer Chowk, College Road",
"14","3","9","3","2","Pizza Saucy","31.3712625","74.3653281","Fast food restaurant",,,"near Indus Hospital, opposite Chakla, Kahna Nau, Kahna, Lahore, Punjab, Pakistan","31","near Indus Hospital, opposite Chakla","3.4"
"123","40","37","30","12","Melts in Oven","31.4047955","74.2868435","Italian restaurant",,"54000","173c3, Engineers Town, Lahore, 54000, Pakistan","242","173c3","3.8"
"5","0","0","5","0","ZEST PIZZA & FAST FOOD","31.3431246","74.377122","Fast food restaurant",,,"89VG+7V2, Block A Elite Town, Lahore, Punjab, Pakistan","10","89VG+7V2","4"
"4","0","0","0","0","Cafe Premio","31.4141709","74.2218189","Pizza restaurant",,"54000","Shah, Rooftop Mehar Markwt, Talib Ganj Chowk, Sher, off Raiwind Road, Sher Shah Colony, Lahore, 54000, Pakistan","4","Shah, Rooftop Mehar Markwt, Talib Ganj Chowk, Sher, off Raiwind Road","5"
"22","4","3","1","0","SBF(Sohail bhai Fast Food) pizza, chicken burger, zinger burger ,zinger shawarma and all fast food items","31.3510625","74.3743125","Restaurant",,,"Old Kahna, Lahore, Punjab, Pakistan","30",,"4.4"
"26","0","1","1","0","Piccante (The Cloud Kitchen)","31.4056311","74.2533795","Pizza restaurant",,,"Valencia Society Block E 1 Valencia, Lahore, Punjab, Pakistan","28",,"4.8"
"13","3","0","0","0","My Shout Bistro","31.3952861","74.20835","Pizza restaurant",,,"96W5+489, Dream Gardens Lahore, Punjab, Pakistan","16","96W5+489","4.8"
"9","0","0","0","0","AZ Delicious 😋 pizza 🍕 burger 🍔 wrap 🌯 fries 🍟","31.3545113","74.3725313","Restaurant",,,"993F+R23, Old Kahna, Lahore, Punjab, Pakistan","9","993F+R23","5"
"17","3","0","2","1","New AL-BASHA Fast Food & Pizza","31.3718125","74.3651875","Fast food restaurant",,"53100","Lahore – Kasur Rd, near Talib Pharmacy, Kahna Nau, Kahna, Lahore, Punjab 53100, Pakistan","23","Lahore – Kasur Rd, near Talib Pharmacy","4.6"
"51","17","8","8","2","Charcoal Pizza","31.4210484","74.2812092","Fast food restaurant",,"54000","Military and accounts society, Zaheer Avenue, College Road, Block A Eden Chowk, Lahore, Punjab 54000, Pakistan","86","Military and accounts society, Zaheer Avenue, College Road","4.2"
"20","1","7","0","1","Pizza Nosh","31.3968699","74.2558696","Pizza restaurant",,,"C 7, Block H1 Block H 1 Valencia, Lahore, Punjab, Pakistan","29","C 7","3.9"
"57","2","0","0","2","CRUST","31.3274303","74.3803956","Restaurant",,"54000","Park, 218 Commercial hospital road, Central, Lahore, Punjab 54000, Pakistan","61","Park, 218 Commercial hospital road","4.9"
"399","52","28","22","9","Juicy Chuck Defense Road DHA Rahbar","31.3923529","74.254193","Fast food restaurant",,"54810","gate Defence Rd, opposite dha Rahbar, adjacent to Yasir broast, Block P 1 Valencia, Lahore, Punjab 54810, Pakistan","510","gate Defence Rd, opposite dha Rahbar, adjacent to Yasir broast","4.5"
"1","0","0","0","0","Saltish pizza and fast food restaurants","31.3756633","74.3645188","Fast food restaurant",,"53400","Ptcl, Main Ferozepur Road near ptcl exchange Kahna nou, exchange, Lahore, 53400, Pakistan","1","Ptcl, Main Ferozepur Road near ptcl exchange Kahna nou","5"
"274","77","9","27","1","Flavor Grill Restaurant :Serving the best ,BBQ, Pakistani Gravy, Chinese food, Fast Food & Pizza in Valencia town lahore.","31.3952273","74.25924","Restaurant","$$","54000","1-K/Commercial, Valencia, Lahore, 54000, Pakistan","388","1-K/Commercial","4.6"
"1","1","1","0","0","Pizza Sacuy","31.3712434","74.3653846","Fast food restaurant",,"53100","Lahore – Kasur Rd, Kahna Nau, Lahore, Punjab 53100, Pakistan","3","Lahore – Kasur Rd","3.3"
"13","1","0","1","1","Flavour Junction","31.4028587","74.2579949","Restaurant",,,"A-2/17 , H-Commercial, Lahore, Pakistan","16","A-2/17 , H-Commercial","4.6"
"17","5","2","0","0","Bait Ul Pizza","31.3301384","74.3804255","Fast food restaurant",,"54500","C2, Palm City Housing Society, Ferozepur Road, Kahna, Lahore, 54500, Pakistan","24","C2, Palm City Housing Society, Ferozepur Road, Kahna","4.5"
"15","1","0","0","0","5B Foodies.","31.4141335","74.2222369","Fast food restaurant",,"05499","Main Talib Ganj Chowk, Raiwind Rd, Sher Shah Colony, Lahore, 05499, Pakistan","16","Main Talib Ganj Chowk, Raiwind Rd","4.9"
"25","6","1","2","0","BURGERITA","31.4002278","74.2708695","Pizza restaurant",,,"12 B, Audit & Account, Commercial Plaza, Block B Audit and Accounts Housing Society, Lahore, Punjab, Pakistan","34","12 B, Audit & Account, Commercial Plaza","4.6"
,,,,,"Mooji,s Pizza","31.3767533","74.3644055","Fast food restaurant",,,"ptcl exchange, Shalimar Town Rd, Kahna Nau, Kahna, Lahore, Punjab, Pakistan","0","ptcl exchange, Shalimar Town Rd",
"12","1","3","0","1","Yum Pum Family","31.4312101","74.2118411","Fast food restaurant",,"52700","Jamiah Masjid Gulzar e madinah, Nawazish Abad Block B DHA EME Sector, Lahore, Punjab 52700, Pakistan","17","Jamiah Masjid Gulzar e madinah","4.1"
"20","2","3","0","0","Mann Chaha","31.3950705","74.2557758","Fast food restaurant",,,"G-25,26, Block K1 Block K 1 Valencia, Lahore, Punjab, Pakistan","25","G-25,26","4.4"
,,,,,"Chaudhry Pizza House & Fast Food","31.3788536","74.3681544","Fast food restaurant",,"53100","99H9+G7P, Ahlu Rd, Kahna Nau, Kahna, Lahore, Punjab 53100, Pakistan","0","99H9+G7P, Ahlu Rd",
"29","8","4","5","0","NICE FAST FOOD AND","31.3589126","74.3703305","Fast food restaurant",,"22100","1, Old Kahna, Lahore, Punjab 22100, Pakistan","46","1","4.3"
"8","0","1","0","0","SPICE 'N' SLICE Restaurant","31.3588287","74.3703083","Restaurant",,,"Service Road, 5 Number Stop Old Kahna, Ferozpur Road, Lahore, Pakistan","9","Service Road, 5 Number Stop Old Kahna, Ferozpur Road","4.6"
"17","2","0","1","1","Student Burgers Point","31.3649333","74.3709992","Fast food restaurant",,,"997C+W9W, Shahzada Rd, Kahna Nau, Kahna, Lahore, Punjab, Pakistan","21","997C+W9W, Shahzada Rd","4.7"
,,,,,"MM pizza hut","31.5857719","74.4985277","Pizza restaurant",,,"HFPX+4M6, Khaira, Lahore, Punjab, Pakistan","15","HFPX+4M6","4.7"
,,,,,"Italian Pizza","31.5856079","74.4985783","Italian restaurant",,,"HFPX+4M6, Khaira Lahore, Punjab, Pakistan","1","HFPX+4M6","5"
,,,,,"Pizza.pk","31.5744089","74.4376878","Pizza restaurant",,,"HCFQ+Q3H, Canal Rd, Harbanspura, Lahore, Punjab, Pakistan","23","HCFQ+Q3H, Canal Rd","3.9"
,,,,,"Broadway Pizza - Zarrar Shaheed","31.5445442","74.4216061","Pizza restaurant","$$",,"15-C Zarrar Shaheed Rd, Block C Guldasht Town, Lahore, Punjab, Pakistan","1520","15-C Zarrar Shaheed Rd","4.6"
,,,,,"The Pizza Company","31.4584039","74.3746664","Pizza restaurant",,,"D، 7/6 Commercial Area, Block D Punjab CHS, Lahore, Punjab, Pakistan","587","D، 7/6 Commercial Area","4.1"
,,,,,"Pizza Delight","31.5897019","74.2124068","Pizza Takeout",,"54000","Al jalil Garden, police choki, Near Faizpurinterchnge, near kot noor shah, Lahore, 54000, Pakistan","186","Al jalil Garden, police choki, Near Faizpurinterchnge, near kot noor shah","4.4"
,,,,,"The Pizza Shop","31.5657686","74.3809853","Pizza restaurant",,"54840","137 Shalimar Link Road, opposite PSO Pump, Gunj Bazar Mughalpura, Lahore, Punjab 54840, Pakistan","45","137 Shalimar Link Road, opposite PSO Pump","4.5"
,,,,,"M Pizzeria","31.54068","74.376923","Pizza restaurant",,"54000","Sarwar Rd, Cantonment Board Staff Colony, Lahore, Punjab 54000, Pakistan","124","Sarwar Rd","4.8"
,,,,,"4S Pizza","31.4819793","74.3623704","Pizza restaurant",,,"F9J6+RX6, Road, Pir Colony, Lahore, Punjab, Pakistan","64","F9J6+RX6, Road","3.9"
,,,,,"Hot & Spicy Pizza","31.5646875","74.4265625","Pizza restaurant",,,"HC7G+VJH, Tajpura, Lahore, Punjab, Pakistan","5","HC7G+VJH","4"
,,,,,"Pizza world","31.5554762","74.367828","Restaurant",,,"Ansari roed, Street Number 22, Gulistan Colony Mustafabad, Lahore, Pakistan","178","Ansari roed, Street Number 22","4.1"
,,,,,"Good pizza","31.4823567","74.3627144","Restaurant",,,"F9J7+W3W, Service Rd, Pir Colony, Lahore, Punjab, Pakistan","20","F9J7+W3W, Service Rd","4.5"
"21","5","1","1","1","Lala's Food Corner","31.3510855","74.374301","Restaurant",,"53100","992F+CPV, Old Kahna, Lahore, Punjab 53100, Pakistan","29","992F+CPV","4.5"
"48","14","8","8","2","Sonu Bhai Fast Food","31.3752524","74.3644171","Fast food restaurant",,,"23km, telephone exchange, main Lahore – Kasur Rd, Kahna Nau, Kahna, Lahore, Punjab, Pakistan","80","23km, telephone exchange, main Lahore – Kasur Rd","4.2"
"23","2","3","2","0","Tahir Fast Food","31.3575249","74.3786717","Fast food restaurant",,,"995H+2F3, Immad Garden Housing Scheme, Kahna, Lahore, Punjab, Pakistan","30","995H+2F3","4.4"
"4","0","0","0","0","ZAIQA FOOD's","31.357999","74.3796032","Fast food restaurant",,,"995H+5QH, Kahna Purana, Lahore, Punjab, Pakistan","4","995H+5QH","5"
"66","22","18","9","5","Uzbek Mughal Burger - UMB","31.3815681","74.3636746","Fast food restaurant",,,"99J7+JFF, Kahna Nau, Kahna, Lahore, Punjab, Pakistan","120","99J7+JFF","3.9"
"29","4","5","8","2","Chand Bhai Fast food","31.3659142","74.3666747","Fast food restaurant",,,"9988+9M7, Kahna Nau, Kahna, Lahore, Punjab, Pakistan","48","9988+9M7","4"
"1","0","0","0","0","Sub Kuch","31.3528246","74.3761082","Restaurant",,"53100","Flat D, 2nd Floor 14-A Central Park Housing Society, Lahore – Kasur Rd, Old Kahna, Lahore, Punjab 53100, Pakistan","1","Flat D, 2nd Floor 14-A Central Park Housing Society, Lahore – Kasur Rd","5"
"3","0","1","0","0","Haider Burger And Shawarma Point","31.3553429","74.3724736","Fast food restaurant",,,"994C+4XQ, Chotta Suwa Main, Lahore – Kasur Rd, Kahna Nau, Lahore, Pakistan","4","994C+4XQ, Chotta Suwa Main, Lahore – Kasur Rd","4"
"2107","498","89","139","37","Spice Arena","31.3330973","74.3822641","Family restaurant",,"54000","28 km main, Lahore – Kasur Rd, near Palmcity, Lahore, 54000, Pakistan","2870","28 km main, Lahore – Kasur Rd, near Palmcity","4.6"
"92","38","11","26","13","Ameer & Son's Bakery","31.3274625","74.3804531","Bakery",,,"89GJ+X5P, Block A Central Park Housing Scheme, Lahore, Punjab, Pakistan","180","89GJ+X5P","4"
"6","2","3","2","0","Gourmet Foods","31.3280207","74.3840296","Bakery","$$",,"A Block, Central Park, Lahore – Kasur Rd, Central Park Housing Scheme, Lahore, Punjab, Pakistan","13","A Block, Central Park, Lahore – Kasur Rd","3.6"
"264","81","14","44","18","Saher's Kitchenette","31.3275127","74.379667","Cafe",,"53100","226-A Commercial Ferozepur Rd, Central Park Housing Scheme, Lahore, Punjab 53100, Pakistan","421","226-A Commercial Ferozepur Rd","4.3"
"73","11","8","14","2","Haddi Pizza Chicks","31.577001","74.4930906","Restaurant",,,"HFGV+R64, Jallo Rd, Jallo Village Lahore, Punjab, Pakistan","108","HFGV+R64, Jallo Rd","4.3"
"0","1","1","0","1","Main Street Cafe And Restaurant","31.3274625","74.3809792","Soup kitchen",,,"89GJ+W9R, Central Park Housing Scheme, Lahore, Punjab, Pakistan","3","89GJ+W9R","2.3"
"1","0","1","0","0","W pizza and fast food","31.5958358","74.4814697","Restaurant",,"52000","71 AB Commercial bismillah housing scheme manawan, Commercial Bata Pur, Lahore, 52000, Pakistan","2","71 AB Commercial bismillah housing scheme manawan","3"
"14","2","1","0","0","Pizza House","31.5832448","74.4816912","Fast food restaurant",,,"HFMJ+7MW Lahore medical, near skyland pull, housing scheme phase 3 Manawan, Lahore, Punjab, Pakistan","17","HFMJ+7MW Lahore medical, near skyland pull","4.6"
"79","28","13","14","10","Gourmet bakers","31.3736809","74.3655981","Bakery","$$",,"99F8+F6H, Service Road, Kahna Nau, Kahna, Lahore, Punjab, Pakistan","144","99F8+F6H, Service Road","4"
"89","49","22","24","7","Cock 'N' Bull Mughalpura","31.5961231","74.481084","Restaurant",,"54840","Shalimar Link Road, near Gunj Bazar, Attoke Awan, Lahore, Punjab 54840, Pakistan","191","Shalimar Link Road, near Gunj Bazar","3.9"
"176","50","16","25","11","Nice Bakers & Sweet","31.3590613","74.3701959","Bakery","$$",,"995C+J3G, Service Road, Old Kahna, Kahna Purana, Lahore, Punjab, Pakistan","278","995C+J3G, Service Road","4.3"
"208","69","17","41","8","Bundu Khan","31.3754905","74.3653626","Bakery","$$",,"99G8+54X, Kahna Nau, Kahna, Lahore, Punjab, Pakistan","343","99G8+54X","4.3"
"219","63","22","62","21","BRB Family Restaurant & Fast Food","31.596204","74.4971356","Restaurant",,,"HFWW+FVJ, Jallo More Lahore, Punjab, Pakistan","387","HFWW+FVJ","4.1"
"3","0","2","0","1","Premium Butt Sweets And Bakers Kahna Nau Lahore","31.373797","74.3655496","Bakery",,,"99F8+G6M, Lahore – Kasur Rd, Kahna Nau, Lahore, Punjab, Pakistan","6","99F8+G6M, Lahore – Kasur Rd","3.2"
"723","276","123","149","58","Khan Burger Family Restaurant Branch no 2","31.5811875","74.4768125","Family restaurant","$$","45000","Al-Rehman Garden Phase 4 Phase 4 Al Rehman Garden, Lahore, Punjab 45000, Pakistan","1329",,"4.1"
"4","1","0","2","0","GFC - Grand Family Cafe","31.3373616","74.3901249","Cafe",,,"47 - B Grand Avenue, Lahore, Punjab, Pakistan","7","47 - B Grand Avenue","4.3"
"32","0","2","3","1","Let's Ketchup","31.6051801","74.4798711","Fast food restaurant",,"05499","Shop no 6, Javeed Iqbal Rd, Fahad Town Bismillah housing scheme, Lahore, Punjab 05499, Pakistan","38","Shop no 6, Javeed Iqbal Rd","4.6"
"4","0","0","0","0","Waffles4u","31.3818383","74.3643472","Ice cream shop",,,"Outside paradise apartments, near Toyota motors, Kahna Nau, Kahna, Lahore, Punjab, Pakistan","4","Outside paradise apartments, near Toyota motors","5"
"64","17","9","12","5","L.F.C ( Lucky Fried Chicken) Branch 2","31.6041125","74.4849504","Fast food restaurant",,,"JF3M+PRW, Bismillah Housing Scheme Phase 1 Attoke Awan, Lahore, Punjab, Pakistan","107","JF3M+PRW","4.1"
"89","21","12","12","3","Fresho Fast Food","31.5952845","74.4818097","Restaurant",,"54000","Grand trunk road, gate no 2, bismillah housing scheme Attoke Awan, Lahore, Punjab 54000, Pakistan","137","Grand trunk road, gate no 2","4.3"
"15","3","0","4","1","LFC","31.595235","74.4863045","Restaurant",,,"HFWP+3GV, Service Road, Rampura, Lahore, Punjab, Pakistan","23","HFWP+3GV, Service Road","4.4"
"22","7","5","1","1","Butt Karahi","31.5958991","74.4879571","Restaurant",,"53400","Bank Stop Brothers Mobile, Main GT Rd, Manawan, Lahore, Punjab 53400, Pakistan","36","Bank Stop Brothers Mobile, Main GT Rd","4.1"
"106","31","19","25","9","Daddy Waddy","31.6071937","74.4807202","Family restaurant",,,"Daddy Waddy, D Chowk, Block B, near LITSO Cash and Carry, Bismillah Housing Scheme Phase 1 Lahore, Punjab, Pakistan","190","Daddy Waddy, D Chowk, Block B, near LITSO Cash and Carry","4"
"15","4","3","2","1","Kings Food","31.6002006","74.4821133","Fast food restaurant",,,"JF2J+3RQ, Unnamed Road, Attoke Awan, Lahore, Punjab, Pakistan","25","JF2J+3RQ, Unnamed Road","4.1"
"7","3","0","3","1","Hadi Burger and Shwarma","31.5945578","74.480402","Fast food restaurant",,,"HFVJ+R5C, Service Road, Manawan, Lahore, Punjab, Pakistan","14","HFVJ+R5C, Service Road","4.1"
"42","6","13","6","5","Mashallah Fast Food & Juice Corner","31.5962386","74.4961101","Fast food restaurant",,,"Jallo More Bata Pur, Lahore, Punjab, Pakistan","72",,"3.8"
"1","0","0","0","0","Pakeeza fast food","31.5899405","74.5010849","Fast food restaurant",,,"Jallo More Lahore, Punjab, Pakistan","1",,"5"
"72","32","9","24","5","Butt Sweets & Bakers, Batapur Branch, Lahore","31.5959469","74.4882646","Bakery",,"53400","Bank Stop Brothers Mobile, Main GT Rd, Manawan, Lahore, Punjab 53400, Pakistan","142","Bank Stop Brothers Mobile, Main GT Rd","4.1"
"2","0","1","0","0","HD pizza and fast food","31.5863154","74.4819661","Fast food restaurant",,,"HFPJ+GQG, Muhammad Qasim Rd, Manawan, Lahore, Punjab, Pakistan","3","HFPJ+GQG, Muhammad Qasim Rd","3.7"
,,,,,"Caprinos Pizza Johar Town","31.4697182","74.2735687","Pizza restaurant",,"35400","Chowk, Block M4 Abdul Haque Rd, near Khokhar, Block M Phase 2 Johar Town, Lahore, Punjab 35400, Pakistan","360","Chowk, Block M4 Abdul Haque Rd, near Khokhar","4.5"
,,,,,"Pizza Place","31.2539799","74.2232855","Restaurant",,"55150","763F+H8V, Abdulla Jee Rd, Raiwind, Kasur, Punjab 55150, Pakistan","73","763F+H8V, Abdulla Jee Rd","4.1"
,,,,,"Papa Johns Pizza","31.4673596","74.2659832","Pizza restaurant","$$","54782","Shop 212, Emporium Mall, Food Court, Emporium Mall, Trade Centre Commercial Area Phase 2 Johar Town, Lahore, Punjab 54782, Pakistan","569","Shop 212, Emporium Mall, Food Court, Emporium Mall","4.8"
"1","0","0","0","0","Karmanwala Printers","31.3731259","74.3617123","Packaging supply store",,"53100","5 No. Stop Kahna, Nau, Lahore, 53100, Pakistan","1","5 No. Stop Kahna","5"
"207","63","38","45","19","Broaster","31.3663323","74.366442","Restaurant",,"53100","9988+GHP, Service Road, Kahna Nau, Kahna, Lahore, Punjab 53100, Pakistan","372","9988+GHP, Service Road","4"
